18.4355 0
16.7137 0
0.478001 0
14.7186 0
23.0393 0
14.5706 0
11.0444 0
19.9764 0
15.0331 0
-10.9566 0
19.4432 0
17.9572 0
-0.5212 0
9.34749 0
15.9541 0
18.2286 0
2.47411 0
7.89125 0
18.0037 0
14.691 0
4.75364 0
12.463 0
13.3717 0
19.002 0
-2.80765 0
22.2303 0
12.6042 0
18.6261 0
16.8004 0
5.1315 0
17.5439 0
19.4556 0
14.9777 0
15.7039 0
16.5323 0
18.9521 0
3.14145 0
15.2507 0
15.8524 0
12.3421 0
12.6228 0
16.8291 0
7.46207 0
-11.5552 0
18.1618 0
6.79723 0
9.26344 0
20.8296 0
12.6363 0
11.9755 0
7.01747 0
17.7067 0
20.8796 0
16.9256 0
20.3219 0
10.6794 0
18.3215 0
11.1634 0
15.1178 0
19.0713 0
21.8739 0
15.073 0
18.9647 0
11.5852 0
1.8996 0
5.53766 0
15.9396 0
14.9242 0
15.2349 0
11.9936 0
13.798 0
5.32442 0
13.6632 0
20.8289 0
17.7539 0
10.8987 0
16.7719 0
11.532 0
3.00997 0
17.3712 0
2.30462 0
14.7934 0
21.8411 0
21.6994 0
17.2223 0
-2.23669 0
9.13572 0
5.31044 0
13.9811 0
15.8844 0
13.7376 0
7.83485 0
3.15973 0
13.3959 0
17.2016 0
15.1 0
22.3311 0
19.8362 0
7.32111 0
8.70861 0
-40.6311 5
-40.3264 5
-32.9022 5
-38.3665 5
-35.5218 5
-34.4936 5
-38.2377 5
-38.1131 5
-41.147 5
-40.773 5
-52.9108 5
-35.9506 5
-32.0077 5
-43.5625 5
-38.3932 5
-46.3408 5
-39.5552 5
-43.1659 5
-34.0156 5
-39.8709 5
-39.8574 5
-46.5874 5
-38.7966 5
-33.7553 5
-43.8542 5
-36.1641 5
-59.4387 5
-40.998 5
-31.9287 5
-36.8176 5
-39.7719 5
-36.9725 5
-47.5207 5
-43.2579 5
-39.2175 5
-46.8405 5
-43.1755 5
-37.4996 5
-41.2809 5
-42.2193 5
-44.3148 5
-32.4038 5
-48.9575 5
-42.3111 5
-39.8391 5
-35.2996 5
-38.2439 5
-35.5342 5
-36.1527 5
-43.2824 5
-34.3115 5
-40.3785 5
-33.246 5
-47.8777 5
-40.7011 5
-46.6792 5
-41.1676 5
-39.7328 5
-38.2418 5
-40.5503 5
-39.8051 5
-34.6497 5
-40.4453 5
-37.7173 5
-36.9032 5
-30.9623 5
-40.4605 5
-39.0622 5
-36.6615 5
-37.4688 5
-32.1586 5
-43.3245 5
-38.2774 5
-36.4175 5
-34.2021 5
-41.1702 5
-37.9215 5
-42.6931 5
-44.0394 5
-49.6315 5
-34.5445 5
-35.2366 5
-37.2529 5
-46.8512 5
-32.7178 5
-38.3818 5
-40.2815 5
-33.0239 5
-48.2326 5
-43.1213 5
-34.1525 5
-39.3346 5
-34.8465 5
-38.6643 5
-48.2665 5
-34.5603 5
