-29.6571,0
-29.6571,1
-38.688,2
-43.9707,3
-47.7189,4
-50.6262,5
-53.0016,6
-55.01,7
-56.7498,8
-58.2844,9
-59.6571,10
-60.8989,11
-62.0325,12
-63.0754,13
-64.0409,14
-64.9398,15
-65.7807,16
-66.5706,17
-67.3153,18
-68.0197,19
-68.688,20
-69.3237,21
-69.9298,22
-70.5089,23
-71.0634,24
-71.5953,25
-72.1063,26
-72.598,27
-73.0718,28
-73.529,29
-73.9707,30
-74.398,31
-74.8116,32
-75.2125,33
-75.6015,34
-75.9791,35
-76.3462,36
-76.7032,37
-77.0506,38
-77.389,39
-77.7189,40
-78.0406,41
-78.3546,42
-78.6612,43
-78.9607,44
-79.2535,45
-79.5398,46
-79.82,47
-80.0943,48
-80.363,49
-80.6262,50
-80.8842,51
-81.1372,52
-81.3854,53
-81.6289,54
-81.868,55
-82.1027,56
-82.3333,57
-82.5599,58
-82.7827,59
-83.0016,60
-83.217,61
-83.4289,62
-83.6373,63
-83.8425,64
-84.0445,65
-84.2434,66
-84.4393,67
-84.6324,68
-84.8226,69
-85.01,70
-85.1949,71
-85.3771,72
-85.5568,73
-85.7341,74
-85.9089,75
-86.0815,76
-86.2518,77
-86.4199,78
-86.5859,79
-86.7498,80
-86.9117,81
-87.0715,82
-87.2294,83
-87.3855,84
-87.5397,85
-87.6921,86
-87.8427,87
-87.9916,88
-88.1388,89
-88.2844,90
-88.4283,91
-88.5707,92
-88.7116,93
-88.8509,94
-88.9888,95
-89.1252,96
-89.2603,97
-89.3939,98
-89.5262,99
-89.6571,100
-89.7867,101
-89.9151,102
-90.0422,103
-90.1681,104
-90.2928,105
-90.4163,106
-90.5386,107
-90.6598,108
-90.7799,109
-90.8989,110
-91.0168,111
-91.1336,112
-91.2495,113
-91.3642,114
-91.478,115
-91.5908,116
-91.7027,117
-91.8136,118
-91.9235,119
-92.0325,120
-92.1407,121
-92.2479,122
-92.3543,123
-92.4598,124
-92.5644,125
-92.6682,126
-92.7712,127
-92.8734,128
-92.9748,129
-93.0754,130
-93.1752,131
-93.2743,132
-93.3726,133
-93.4702,134
-93.5671,135
-93.6633,136
-93.7587,137
-93.8535,138
-93.9475,139
-94.0409,140
-94.1337,141
-94.2258,142
-94.3172,143
-94.408,144
-94.4981,145
-94.5877,146
-94.6766,147
-94.765,148
-94.8527,149
-94.9398,150
-95.0264,151
-95.1124,152
-95.1978,153
-95.2827,154
-95.3671,155
-95.4508,156
-95.5341,157
-95.6168,158
-95.699,159
-95.7807,160
-95.8619,161
-95.9426,162
-96.0227,163
-96.1024,164
-96.1816,165
-96.2603,166
-96.3386,167
-96.4164,168
-96.4937,169
-96.5706,170
-96.647,171
-96.723,172
-96.7985,173
-96.8736,174
-96.9482,175
-97.0225,176
-97.0963,177
-97.1697,178
-97.2427,179
-97.3153,180
-97.3875,181
-97.4592,182
-97.5306,183
-97.6016,184
-97.6723,185
-97.7425,186
-97.8123,187
-97.8818,188
-97.951,189
-98.0197,190
-98.0881,191
-98.1561,192
-98.2238,193
-98.2912,194
-98.3581,195
-98.4248,196
-98.4911,197
-98.5571,198
-98.6227,199
-98.688,200
-98.753,201
-98.8176,202
-98.882,203
-98.946,204
-99.0097,205
-99.0731,206
-99.1362,207
-99.199,208
-99.2615,209
-99.3237,210
-99.3856,211
-99.4472,212
-99.5085,213
-99.5695,214
-99.6303,215
-99.6907,216
-99.7509,217
-99.8108,218
-99.8704,219
-99.9298,220
-99.9889,221
-100.048,222
-100.106,223
-100.165,224
-100.223,225
-100.28,226
-100.338,227
-100.395,228
-100.452,229
-100.509,230
-100.565,231
-100.622,232
-100.678,233
-100.734,234
-100.789,235
-100.844,236
-100.9,237
-100.954,238
-101.009,239
-101.063,240
-101.118,241
-101.172,242
-101.225,243
-101.279,244
-101.332,245
-101.385,246
-101.438,247
-101.491,248
-101.543,249
-101.595,250
-101.647,251
-101.699,252
-101.751,253
-101.802,254
-101.853,255
-101.904,256
-101.955,257
-102.006,258
-102.056,259
-102.106,260
-102.156,261
-102.206,262
-102.256,263
-102.305,264
-102.354,265
-102.404,266
-102.452,267
-102.501,268
-102.55,269
-102.598,270
-102.646,271
-102.694,272
-102.742,273
-102.79,274
-102.837,275
-102.884,276
-102.931,277
-102.978,278
-103.025,279
-103.072,280
-103.118,281
-103.165,282
-103.211,283
-103.257,284
-103.302,285
-103.348,286
-103.394,287
-103.439,288
-103.484,289
-103.529,290
-103.574,291
-103.619,292
-103.663,293
-103.708,294
-103.752,295
-103.796,296
-103.84,297
-103.884,298
-103.927,299
-103.971,300
-104.014,301
-104.057,302
-104.1,303
-104.143,304
-104.186,305
-104.229,306
-104.271,307
-104.314,308
-104.356,309
-104.398,310
-104.44,311
-104.482,312
-104.523,313
-104.565,314
-104.606,315
-104.648,316
-104.689,317
-104.73,318
-104.771,319
-104.812,320
-104.852,321
-104.893,322
-104.933,323
-104.973,324
-105.014,325
-105.054,326
-105.094,327
-105.133,328
-105.173,329
-105.213,330
-105.252,331
-105.291,332
-105.33,333
-105.369,334
-105.408,335
-105.447,336
-105.486,337
-105.525,338
-105.563,339
-105.601,340
-105.64,341
-105.678,342
-105.716,343
-105.754,344
-105.792,345
-105.829,346
-105.867,347
-105.904,348
-105.942,349
-105.979,350
